Phase,Day,Timestep,Age,IncomeBracket,HouseholdSize,MaritalStatus,EmploymentStatus,Gender,LoyaltyType,LoyaltyFirm,LoyaltyStrength
run,0,5,18,<50k,4,Married,Student,Female,Returning,Firm1,0.5172103047370911
run,0,5,50,50k-100k,1,Single,Employed,Male,New,,0.0
run,0,5,44,50k-100k,1,Single,Employed,Male,Returning,Firm1,0.8235001564025879
run,0,5,36,<50k,3,Single,Employed,Female,Returning,Firm2,0.4868384599685669
run,0,5,31,100k-200k,2,Single,Employed,Female,New,,0.0
run,0,5,36,<50k,1,Single,Employed,Female,New,,0.0
run,0,5,42,200k+,1,Single,Employed,Male,Returning,Firm2,0.9047647714614868
run,0,5,37,100k-200k,1,Single,Employed,Male,New,,0.0
run,0,5,18,<50k,1,Single,Student,Female,Returning,Firm2,0.8151341080665588
run,0,5,26,50k-100k,2,Single,Employed,Male,Returning,Firm2,0.5967825651168823
run,0,5,36,200k+,2,Single,Employed,Female,New,,0.0
run,0,5,23,50k-100k,1,Single,Employed,Male,Returning,Firm2,0.8455015420913696
run,0,5,21,<50k,3,Divorced,Student,Male,Returning,Firm2,0.5573381185531616
run,0,5,49,200k+,1,Single,Employed,Male,Returning,Firm1,0.7199965715408325
run,0,5,33,<50k,2,Divorced,Unemployed,Male,Returning,Firm2,0.9609695076942444
run,0,5,46,50k-100k,4,Divorced,Employed,Female,New,,0.0
run,0,5,63,<50k,2,Single,Employed,Male,New,,0.0
run,0,5,18,200k+,5,Single,Student,Female,New,,0.0
run,0,5,18,<50k,2,Single,Employed,Male,Returning,Firm1,0.6207019686698914
run,0,5,57,50k-100k,1,Single,Employed,Male,Returning,Firm2,0.6176332831382751
run,0,5,50,200k+,1,Single,Employed,Male,New,,0.0
run,0,5,60,50k-100k,1,Married,Employed,Female,Returning,Firm2,0.5274608731269836
run,0,5,18,50k-100k,2,Single,Employed,Female,Returning,Firm1,0.4478093683719635
run,0,5,51,50k-100k,1,Married,Employed,Male,New,,0.0
run,0,5,22,100k-200k,3,Single,Employed,Female,Returning,Firm1,0.41719573736190796
run,0,5,45,<50k,4,Married,Employed,Male,New,,0.0
run,0,5,18,50k-100k,2,Single,Student,Female,Returning,Firm1,0.950943112373352
run,0,5,18,50k-100k,1,Single,Student,Male,Returning,Firm2,0.7903140187263489
run,0,5,31,50k-100k,3,Single,Employed,Female,New,,0.0
run,0,5,43,<50k,1,Divorced,Employed,Male,Returning,Firm1,0.4210566282272339
run,0,5,33,200k+,4,Married,Employed,Male,New,,0.0
run,0,5,28,200k+,1,Married,Employed,Female,Returning,Firm2,0.5620083808898926
run,0,5,43,50k-100k,1,Divorced,Employed,Male,Returning,Firm2,0.8335215449333191
run,0,5,22,<50k,3,Divorced,Employed,Male,Returning,Firm2,0.5743095874786377
run,0,5,31,<50k,1,Married,Employed,Male,New,,0.0
run,0,5,47,<50k,1,Divorced,Employed,Female,Returning,Firm2,0.9368180632591248
run,0,5,22,100k-200k,1,Single,Employed,Female,Returning,Firm2,0.94321209192276
run,0,5,35,200k+,1,Single,Employed,Male,Returning,Firm1,0.7294707894325256
run,0,5,29,50k-100k,3,Married,Employed,Male,Returning,Firm2,0.5367130637168884
run,0,5,18,100k-200k,2,Married,Student,Female,Returning,Firm1,0.9747027158737183
run,0,5,54,<50k,2,Single,Employed,Male,Returning,Firm1,0.7970401644706726
run,0,5,18,200k+,2,Single,Student,Female,Returning,Firm1,0.986034631729126
run,0,5,36,200k+,2,Single,Employed,Male,Returning,Firm2,0.6735648512840271
run,0,5,32,50k-100k,2,Single,Employed,Male,Returning,Firm2,0.7037428617477417
run,0,5,18,200k+,2,Single,Student,Female,New,,0.0
run,0,5,25,<50k,1,Single,Employed,Male,Returning,Firm2,0.699929416179657
run,0,5,46,100k-200k,1,Single,Employed,Female,New,,0.0
run,0,5,40,<50k,2,Single,Employed,Female,New,,0.0
run,0,5,38,<50k,1,Divorced,Employed,Female,New,,0.0
run,0,5,33,100k-200k,4,Divorced,Employed,Male,New,,0.0
run,0,5,37,<50k,2,Single,Employed,Male,Returning,Firm2,0.4941435158252716
run,0,5,36,<50k,1,Married,Unemployed,Male,New,,0.0
run,0,5,49,200k+,1,Married,Employed,Female,New,,0.0
run,0,5,63,200k+,2,Single,Employed,Female,Returning,Firm1,0.8548700213432312
run,0,5,40,100k-200k,2,Divorced,Employed,Female,New,,0.0
run,0,5,25,200k+,1,Married,Employed,Male,New,,0.0
run,0,5,30,<50k,1,Single,Employed,Female,Returning,Firm1,0.592401385307312
run,0,5,21,<50k,4,Single,Employed,Female,Returning,Firm1,0.5324509739875793
run,0,5,60,100k-200k,1,Married,Employed,Male,New,,0.0
run,0,5,37,50k-100k,3,Single,Employed,Female,Returning,Firm1,0.719078540802002
run,0,5,38,50k-100k,2,Married,Employed,Female,Returning,Firm2,0.46498116850852966
run,0,5,56,<50k,6,Single,Employed,Male,Returning,Firm2,0.7481008172035217
run,0,5,27,50k-100k,1,Married,Employed,Male,Returning,Firm2,0.98017817735672
run,0,5,34,50k-100k,2,Married,Employed,Male,New,,0.0
run,0,5,34,50k-100k,1,Married,Employed,Male,Returning,Firm2,0.7476881146430969
run,0,5,36,100k-200k,2,Single,Unemployed,Male,New,,0.0
run,0,5,34,<50k,1,Married,Employed,Female,Returning,Firm2,0.48269912600517273
run,0,5,18,<50k,1,Married,Student,Male,New,,0.0
run,0,5,39,50k-100k,1,Married,Employed,Male,Returning,Firm2,0.9047300219535828
run,0,5,41,50k-100k,3,Single,Employed,Male,New,,0.0
run,0,5,34,50k-100k,3,Married,Employed,Male,Returning,Firm1,0.4508068263530731
run,0,5,27,<50k,3,Single,Employed,Male,Returning,Firm2,0.8770303130149841
run,0,5,18,<50k,2,Single,Student,Female,Returning,Firm2,0.9501059055328369
run,0,5,43,100k-200k,1,Single,Employed,Female,Returning,Firm2,0.8629361987113953
run,0,5,22,200k+,2,Single,Employed,Female,Returning,Firm2,0.9875564575195312
run,0,5,45,50k-100k,1,Married,Unemployed,Female,Returning,Firm2,0.9245775938034058
run,0,5,50,100k-200k,1,Single,Employed,Male,Returning,Firm1,0.7840244174003601
run,0,5,54,200k+,2,Married,Unemployed,Male,Returning,Firm2,0.6885088682174683
run,0,5,64,200k+,1,Married,Unemployed,Female,Returning,Firm1,0.8762096166610718
run,0,5,47,<50k,1,Married,Employed,Female,New,,0.0
run,0,5,18,100k-200k,1,Single,Employed,Male,Returning,Firm1,0.8928062915802002
run,0,5,34,50k-100k,4,Married,Employed,Male,Returning,Firm2,0.47503724694252014
run,0,5,60,<50k,1,Married,Employed,Female,Returning,Firm2,0.8918135762214661
run,0,5,47,100k-200k,2,Single,Employed,Female,Returning,Firm2,0.8136647939682007
run,0,5,28,50k-100k,1,Single,Employed,Female,Returning,Firm1,0.44792529940605164
run,0,5,53,50k-100k,1,Married,Employed,Male,New,,0.0
run,0,5,42,100k-200k,3,Married,Employed,Male,Returning,Firm1,0.4574568271636963
run,0,5,45,<50k,2,Single,Employed,Male,Returning,Firm1,0.6093079447746277
run,0,5,18,100k-200k,2,Married,Student,Female,New,,0.0
run,0,5,18,<50k,2,Single,Employed,Male,Returning,Firm1,0.8023340702056885
run,0,5,37,<50k,1,Single,Employed,Male,Returning,Firm2,0.5545124411582947
run,0,5,33,50k-100k,4,Divorced,Unemployed,Male,Returning,Firm2,0.4023529887199402
run,0,5,29,50k-100k,3,Single,Unemployed,Female,Returning,Firm1,0.44032853841781616
run,0,5,47,50k-100k,1,Single,Employed,Male,Returning,Firm2,0.961806058883667
run,0,5,40,<50k,2,Divorced,Employed,Female,New,,0.0
run,0,5,37,<50k,1,Single,Employed,Female,New,,0.0
run,0,5,51,<50k,2,Married,Employed,Female,New,,0.0
run,0,5,22,50k-100k,6,Single,Employed,Female,Returning,Firm1,0.7255106568336487
run,0,5,39,50k-100k,3,Single,Employed,Female,Returning,Firm2,0.4369661211967468
run,0,5,22,100k-200k,1,Single,Employed,Female,Returning,Firm2,0.94321209192276
run,0,5,20,50k-100k,1,Married,Student,Male,Returning,Firm1,0.5893375277519226
run,0,5,26,50k-100k,2,Married,Employed,Female,Returning,Firm1,0.8882253766059875
run,0,5,30,<50k,1,Divorced,Employed,Female,Returning,Firm1,0.495708167552948
run,0,5,40,100k-200k,1,Divorced,Employed,Male,Returning,Firm1,0.8381986021995544
run,0,5,33,100k-200k,1,Married,Employed,Male,New,,0.0
run,0,5,47,<50k,2,Married,Employed,Male,New,,0.0
run,0,5,18,50k-100k,3,Single,Employed,Female,Returning,Firm1,0.4543805718421936
run,0,5,57,200k+,1,Married,Employed,Female,New,,0.0
run,0,5,23,50k-100k,2,Single,Employed,Male,New,,0.0
run,0,5,41,200k+,1,Single,Employed,Female,New,,0.0
run,0,5,21,200k+,3,Single,Student,Female,New,,0.0
run,0,5,49,100k-200k,2,Divorced,Employed,Male,Returning,Firm1,0.7594442963600159
run,0,5,32,100k-200k,1,Married,Employed,Male,New,,0.0
run,0,5,54,<50k,1,Divorced,Unemployed,Female,New,,0.0
run,0,5,27,100k-200k,1,Single,Employed,Male,Returning,Firm1,0.9432267546653748
run,0,5,37,<50k,1,Single,Employed,Female,Returning,Firm2,0.5379764437675476
run,0,5,18,50k-100k,2,Single,Employed,Female,New,,0.0
run,0,5,46,50k-100k,3,Single,Employed,Female,Returning,Firm2,0.4322507381439209
run,0,5,44,50k-100k,1,Married,Employed,Female,Returning,Firm1,0.7946457862854004
run,0,5,36,<50k,1,Divorced,Unemployed,Female,Returning,Firm1,0.8613985776901245
run,0,5,49,<50k,1,Married,Employed,Male,Returning,Firm2,0.9945471286773682
run,0,5,33,100k-200k,5,Single,Employed,Female,Returning,Firm2,0.569434642791748
run,0,5,18,<50k,4,Single,Employed,Male,New,,0.0
run,0,5,40,50k-100k,1,Single,Employed,Male,New,,0.0
run,0,5,52,100k-200k,1,Married,Employed,Male,New,,0.0
run,0,5,45,50k-100k,4,Divorced,Employed,Female,Returning,Firm1,0.862038791179657
run,0,5,54,50k-100k,1,Divorced,Unemployed,Male,New,,0.0
run,0,5,18,50k-100k,2,Single,Student,Male,Returning,Firm1,0.6396719813346863
run,0,5,51,50k-100k,3,Married,Employed,Male,New,,0.0
run,0,5,42,200k+,1,Single,Employed,Female,Returning,Firm1,0.900213897228241
run,0,5,42,100k-200k,2,Married,Employed,Female,Returning,Firm2,0.6504508852958679
run,0,5,47,100k-200k,2,Married,Employed,Female,Returning,Firm1,0.5174322128295898
run,0,5,32,50k-100k,1,Single,Employed,Female,Returning,Firm2,0.4918072819709778
run,0,5,58,50k-100k,1,Single,Employed,Male,Returning,Firm1,0.9222716689109802
run,0,5,38,200k+,1,Married,Employed,Female,Returning,Firm1,0.9490660429000854
run,0,5,38,<50k,2,Single,Employed,Male,Returning,Firm1,0.8632635474205017
run,0,5,35,200k+,1,Divorced,Employed,Female,New,,0.0
run,0,5,18,50k-100k,1,Divorced,Student,Female,Returning,Firm1,0.7668477892875671
run,0,5,58,200k+,3,Single,Unemployed,Male,Returning,Firm2,0.526574969291687
run,0,5,37,100k-200k,2,Single,Employed,Male,Returning,Firm2,0.8597168922424316
run,0,5,40,50k-100k,2,Single,Employed,Female,New,,0.0
run,0,5,40,50k-100k,1,Married,Employed,Male,New,,0.0
run,0,5,45,100k-200k,1,Married,Unemployed,Female,Returning,Firm1,0.9834150671958923
run,0,5,31,100k-200k,3,Single,Employed,Female,New,,0.0
run,0,5,36,200k+,1,Single,Employed,Female,New,,0.0
run,0,5,21,<50k,4,Married,Student,Female,Returning,Firm1,0.522363543510437
run,0,5,38,50k-100k,2,Married,Employed,Female,Returning,Firm1,0.4569101631641388
run,0,5,37,100k-200k,1,Single,Employed,Male,Returning,Firm2,0.49566179513931274
run,0,5,37,<50k,3,Single,Employed,Male,Returning,Firm1,0.7134281992912292
run,0,5,52,<50k,2,Married,Employed,Male,Returning,Firm1,0.6135241389274597
run,0,5,18,50k-100k,1,Married,Student,Female,Returning,Firm1,0.8648867011070251
run,0,5,30,50k-100k,3,Married,Employed,Female,Returning,Firm1,0.6351738572120667
run,0,5,18,200k+,1,Single,Student,Female,Returning,Firm1,0.9058941602706909
run,0,5,34,50k-100k,1,Divorced,Employed,Male,Returning,Firm2,0.6512409448623657
run,0,5,49,200k+,4,Single,Unemployed,Female,New,,0.0
run,0,5,22,50k-100k,1,Single,Employed,Male,Returning,Firm1,0.8856492042541504
run,0,5,20,50k-100k,3,Single,Employed,Male,New,,0.0
run,0,5,55,200k+,2,Single,Employed,Female,New,,0.0
run,0,5,25,50k-100k,2,Divorced,Employed,Female,New,,0.0
run,0,5,38,200k+,4,Married,Employed,Male,New,,0.0
run,0,5,49,200k+,3,Married,Employed,Male,Returning,Firm1,0.9176754951477051
run,0,5,20,<50k,1,Single,Student,Female,Returning,Firm2,0.6704453229904175
run,0,5,36,50k-100k,2,Single,Employed,Male,Returning,Firm1,0.5457480549812317
run,0,5,26,200k+,3,Married,Employed,Female,Returning,Firm1,0.6690313220024109
run,0,5,42,50k-100k,1,Single,Unemployed,Male,Returning,Firm2,0.4525126516819
run,0,5,38,50k-100k,1,Married,Employed,Male,New,,0.0
run,0,5,40,100k-200k,1,Single,Employed,Female,Returning,Firm1,0.6987943053245544
run,0,5,36,<50k,3,Single,Employed,Female,Returning,Firm2,0.8718172907829285
run,0,5,54,<50k,1,Single,Employed,Male,New,,0.0
run,0,5,43,100k-200k,1,Single,Employed,Male,New,,0.0
run,0,5,38,50k-100k,1,Married,Employed,Male,New,,0.0
run,0,5,40,200k+,3,Married,Employed,Female,Returning,Firm1,0.5506649613380432
run,0,5,58,200k+,1,Divorced,Employed,Male,Returning,Firm2,0.7026393413543701
run,0,5,46,50k-100k,3,Single,Employed,Female,Returning,Firm2,0.47795969247817993
run,0,5,25,50k-100k,1,Married,Employed,Male,Returning,Firm1,0.756985068321228
run,0,5,37,100k-200k,2,Single,Employed,Female,Returning,Firm1,0.7636740207672119
run,0,5,33,<50k,2,Married,Unemployed,Female,Returning,Firm1,0.9793115854263306
run,0,5,28,<50k,2,Single,Employed,Male,Returning,Firm1,0.9855197072029114
run,0,5,39,100k-200k,1,Married,Employed,Female,Returning,Firm2,0.4763905107975006
run,0,5,18,200k+,1,Divorced,Student,Male,New,,0.0
run,0,5,42,100k-200k,2,Single,Employed,Female,Returning,Firm2,0.4265863001346588
run,0,5,31,50k-100k,1,Single,Unemployed,Female,Returning,Firm1,0.9268879890441895
run,0,5,30,<50k,2,Married,Employed,Male,Returning,Firm1,0.7209978699684143
run,0,5,38,100k-200k,2,Single,Employed,Male,Returning,Firm2,0.49117574095726013
run,0,5,27,200k+,2,Single,Employed,Male,New,,0.0
run,0,5,30,<50k,2,Married,Employed,Female,Returning,Firm2,0.5655619502067566
run,0,5,60,<50k,1,Married,Employed,Female,Returning,Firm1,0.5971567630767822
run,0,5,41,50k-100k,3,Single,Employed,Female,New,,0.0
run,0,5,48,50k-100k,2,Single,Employed,Male,Returning,Firm2,0.45869261026382446
run,0,5,23,200k+,1,Single,Unemployed,Female,New,,0.0
run,0,5,32,<50k,3,Single,Employed,Male,Returning,Firm2,0.9613584280014038
run,0,5,46,200k+,1,Single,Employed,Male,Returning,Firm2,0.8294377326965332
run,0,5,44,50k-100k,1,Single,Employed,Male,Returning,Firm1,0.5622386336326599
run,0,5,34,<50k,3,Divorced,Employed,Female,Returning,Firm2,0.9224709272384644
run,0,5,33,<50k,1,Married,Employed,Female,Returning,Firm1,0.7594243884086609
run,0,5,30,<50k,1,Single,Employed,Male,Returning,Firm2,0.8632553815841675
run,0,5,18,<50k,2,Divorced,Student,Female,Returning,Firm2,0.7585585713386536
run,0,5,49,50k-100k,1,Married,Unemployed,Female,New,,0.0
run,0,5,56,100k-200k,3,Married,Unemployed,Male,Returning,Firm1,0.5666406750679016
run,0,5,33,50k-100k,2,Single,Employed,Male,Returning,Firm2,0.7797402143478394
run,0,5,54,50k-100k,1,Single,Employed,Male,New,,0.0
run,0,5,47,100k-200k,1,Single,Employed,Male,New,,0.0
run,0,5,37,200k+,1,Single,Employed,Male,New,,0.0
run,0,5,40,50k-100k,3,Married,Employed,Male,Returning,Firm2,0.6384766697883606
run,0,5,27,<50k,2,Single,Employed,Male,Returning,Firm1,0.40026530623435974
run,0,5,44,200k+,1,Single,Employed,Male,Returning,Firm1,0.6315833330154419
run,0,5,52,50k-100k,2,Married,Employed,Female,New,,0.0
run,0,5,30,50k-100k,1,Single,Employed,Male,Returning,Firm2,0.7641777396202087
run,0,5,39,<50k,3,Married,Employed,Female,New,,0.0
run,0,5,21,50k-100k,3,Divorced,Employed,Male,Returning,Firm2,0.7167274355888367
run,0,5,31,<50k,5,Married,Employed,Female,Returning,Firm1,0.7535784840583801
run,0,5,33,100k-200k,1,Single,Employed,Female,New,,0.0
run,0,5,30,<50k,2,Married,Employed,Female,Returning,Firm2,0.5655619502067566
run,0,5,18,50k-100k,1,Single,Student,Female,New,,0.0
run,0,5,37,100k-200k,4,Single,Employed,Male,New,,0.0
run,0,5,53,<50k,1,Married,Employed,Female,New,,0.0
run,0,5,54,50k-100k,1,Single,Unemployed,Female,Returning,Firm2,0.8908085823059082
run,0,5,31,100k-200k,1,Single,Employed,Female,New,,0.0
run,0,5,29,100k-200k,3,Single,Employed,Male,Returning,Firm1,0.7221288681030273
run,0,5,47,50k-100k,1,Single,Employed,Male,New,,0.0
run,0,5,50,50k-100k,2,Divorced,Unemployed,Male,Returning,Firm1,0.977449893951416
run,0,5,18,100k-200k,2,Married,Student,Male,New,,0.0
run,0,5,30,50k-100k,1,Married,Employed,Female,New,,0.0
run,0,5,42,100k-200k,2,Single,Employed,Female,Returning,Firm2,0.7756128311157227
run,0,5,18,200k+,1,Married,Student,Female,Returning,Firm1,0.504898726940155
run,0,5,39,200k+,2,Single,Unemployed,Female,Returning,Firm1,0.481722891330719
run,0,5,40,<50k,2,Divorced,Employed,Male,Returning,Firm2,0.8089355826377869
run,0,5,18,50k-100k,2,Single,Student,Female,Returning,Firm1,0.5286069512367249
run,0,5,44,100k-200k,1,Single,Employed,Female,Returning,Firm2,0.6975852847099304
run,0,5,32,50k-100k,6,Single,Employed,Male,Returning,Firm2,0.9433662295341492
run,0,5,34,<50k,2,Married,Employed,Female,New,,0.0
run,0,5,42,50k-100k,1,Single,Employed,Female,Returning,Firm1,0.7523080110549927
run,0,5,38,50k-100k,1,Single,Employed,Female,New,,0.0
run,0,5,36,100k-200k,5,Single,Employed,Male,New,,0.0
run,0,5,44,200k+,2,Married,Employed,Female,Returning,Firm2,0.5668988823890686
run,0,5,26,<50k,2,Single,Employed,Male,Returning,Firm2,0.9692627787590027
run,0,5,25,<50k,1,Single,Employed,Female,New,,0.0
run,0,5,61,<50k,4,Divorced,Employed,Male,Returning,Firm2,0.5759595632553101
run,0,5,34,100k-200k,1,Single,Employed,Male,Returning,Firm2,0.5001513957977295
run,0,5,47,200k+,1,Married,Employed,Male,Returning,Firm2,0.9980862140655518
run,0,5,18,50k-100k,2,Single,Student,Male,Returning,Firm1,0.6813479661941528
run,0,5,18,200k+,1,Single,Employed,Male,New,,0.0
run,0,5,33,50k-100k,1,Married,Employed,Male,Returning,Firm1,0.4905555248260498
run,0,5,44,50k-100k,2,Married,Employed,Female,Returning,Firm2,0.6702294945716858
run,0,5,32,100k-200k,1,Single,Employed,Female,Returning,Firm1,0.7697564363479614
run,0,5,44,50k-100k,2,Single,Employed,Male,Returning,Firm1,0.9540762901306152
run,0,5,40,100k-200k,1,Married,Employed,Female,Returning,Firm1,0.5111624598503113
run,0,5,18,50k-100k,1,Married,Student,Female,Returning,Firm2,0.9117218852043152
run,0,5,27,50k-100k,3,Married,Employed,Female,New,,0.0
run,0,5,42,50k-100k,1,Single,Employed,Male,Returning,Firm1,0.9367595314979553
run,0,5,37,200k+,1,Single,Employed,Female,New,,0.0
run,0,5,18,100k-200k,6,Married,Student,Female,Returning,Firm1,0.9657255411148071
run,0,5,32,<50k,3,Single,Employed,Male,Returning,Firm1,0.9169967174530029
run,0,5,36,50k-100k,5,Married,Employed,Female,New,,0.0
run,0,5,23,200k+,1,Married,Employed,Male,Returning,Firm1,0.9379557967185974
run,0,5,56,50k-100k,3,Single,Employed,Female,Returning,Firm2,0.5642014741897583
run,0,5,24,<50k,1,Single,Unemployed,Male,Returning,Firm2,0.6588857769966125
run,0,5,41,100k-200k,3,Single,Unemployed,Female,Returning,Firm2,0.739837646484375
run,0,5,44,200k+,2,Single,Employed,Female,New,,0.0
run,0,5,61,100k-200k,2,Single,Employed,Male,Returning,Firm1,0.8093290328979492
run,0,5,71,200k+,5,Divorced,Employed,Male,Returning,Firm2,0.8256325125694275
run,0,5,33,50k-100k,2,Single,Employed,Female,Returning,Firm1,0.5505573749542236
run,0,5,26,50k-100k,2,Married,Employed,Female,New,,0.0
run,0,5,57,50k-100k,2,Single,Employed,Male,New,,0.0
run,0,5,47,<50k,1,Divorced,Employed,Female,Returning,Firm1,0.9583978056907654
run,0,5,55,50k-100k,1,Single,Employed,Male,Returning,Firm1,0.40388748049736023
run,0,5,40,200k+,3,Married,Employed,Male,New,,0.0
run,0,5,44,<50k,2,Single,Employed,Female,New,,0.0
run,0,5,37,100k-200k,1,Married,Employed,Male,Returning,Firm1,0.8849841952323914
run,0,5,28,100k-200k,3,Divorced,Employed,Male,New,,0.0
run,0,5,35,50k-100k,1,Single,Employed,Male,Returning,Firm2,0.5802238583564758
run,0,5,42,50k-100k,2,Married,Employed,Female,Returning,Firm2,0.5128806233406067
run,0,5,48,<50k,1,Married,Employed,Male,New,,0.0
run,0,5,20,50k-100k,1,Single,Student,Female,Returning,Firm1,0.5108687281608582
run,0,5,46,50k-100k,1,Single,Employed,Male,New,,0.0
run,0,5,46,<50k,2,Single,Unemployed,Female,Returning,Firm1,0.8553774356842041
run,0,5,30,100k-200k,1,Single,Employed,Female,New,,0.0
run,0,5,18,50k-100k,1,Married,Student,Female,Returning,Firm2,0.9196579456329346
run,0,5,20,50k-100k,1,Single,Student,Male,New,,0.0
run,0,5,25,<50k,1,Divorced,Employed,Female,Returning,Firm2,0.6945098042488098
run,0,5,54,100k-200k,1,Single,Employed,Female,New,,0.0
run,0,5,39,100k-200k,2,Single,Employed,Female,Returning,Firm1,0.6414467096328735
run,0,5,42,<50k,1,Married,Employed,Female,New,,0.0
run,0,5,55,100k-200k,1,Married,Employed,Female,New,,0.0
run,0,5,34,50k-100k,5,Married,Employed,Female,New,,0.0
run,0,5,47,<50k,2,Married,Employed,Male,New,,0.0
run,0,5,31,50k-100k,3,Married,Employed,Male,Returning,Firm1,0.8697559237480164
run,0,5,48,100k-200k,1,Single,Employed,Female,Returning,Firm1,0.4380829930305481
run,0,5,25,200k+,2,Single,Employed,Female,New,,0.0
run,0,5,51,50k-100k,2,Married,Employed,Male,Returning,Firm2,0.46657446026802063
run,0,5,46,<50k,1,Married,Employed,Male,Returning,Firm1,0.780607283115387
run,0,5,19,<50k,4,Divorced,Employed,Female,Returning,Firm1,0.8661221265792847
run,0,5,39,<50k,1,Married,Employed,Male,Returning,Firm1,0.7014676928520203
run,0,5,37,50k-100k,3,Single,Employed,Female,New,,0.0
run,0,5,48,50k-100k,2,Single,Employed,Female,Returning,Firm1,0.6036621928215027
run,0,5,19,200k+,1,Single,Employed,Female,Returning,Firm2,0.9984645247459412
run,0,5,27,50k-100k,1,Single,Employed,Female,Returning,Firm1,0.6672597527503967
run,0,5,50,100k-200k,2,Married,Employed,Male,Returning,Firm2,0.9517788290977478
run,0,5,29,50k-100k,2,Divorced,Employed,Female,New,,0.0
run,0,5,31,<50k,1,Married,Employed,Female,Returning,Firm2,0.5573124289512634
run,0,5,32,<50k,4,Married,Employed,Male,Returning,Firm2,0.7238458395004272
run,0,5,26,50k-100k,3,Married,Employed,Male,Returning,Firm1,0.8679226040840149
run,0,5,26,<50k,2,Married,Employed,Male,New,,0.0
run,0,5,32,<50k,4,Married,Employed,Female,Returning,Firm1,0.42707210779190063
run,0,5,18,50k-100k,2,Married,Student,Female,New,,0.0
run,0,5,52,50k-100k,3,Married,Employed,Female,New,,0.0
run,0,5,18,<50k,1,Married,Student,Male,Returning,Firm1,0.47158291935920715
run,0,5,30,100k-200k,3,Married,Employed,Male,Returning,Firm1,0.656659722328186
run,0,5,28,100k-200k,3,Married,Employed,Female,Returning,Firm2,0.5419131517410278
run,0,5,18,<50k,1,Married,Student,Female,New,,0.0
run,0,5,40,50k-100k,2,Single,Employed,Male,New,,0.0
run,0,5,34,200k+,3,Married,Employed,Male,Returning,Firm1,0.4043966233730316
run,0,5,28,50k-100k,2,Married,Employed,Male,New,,0.0
run,0,5,46,50k-100k,2,Single,Employed,Male,New,,0.0
run,0,5,44,100k-200k,3,Married,Employed,Female,Returning,Firm1,0.4916735589504242
run,0,5,26,50k-100k,2,Single,Employed,Male,New,,0.0
run,0,5,46,50k-100k,2,Single,Employed,Male,New,,0.0
run,0,5,29,50k-100k,3,Married,Employed,Male,Returning,Firm2,0.6742876768112183
run,0,5,37,100k-200k,1,Divorced,Employed,Male,Returning,Firm2,0.6573266386985779
run,0,5,46,50k-100k,2,Married,Employed,Female,Returning,Firm2,0.8273717761039734
run,0,5,38,<50k,3,Single,Unemployed,Male,Returning,Firm1,0.5125917196273804
run,0,5,25,<50k,2,Single,Unemployed,Female,New,,0.0
run,0,5,18,50k-100k,3,Single,Employed,Male,New,,0.0
run,0,5,30,<50k,1,Single,Employed,Male,Returning,Firm2,0.7479896545410156
run,0,5,36,50k-100k,2,Married,Employed,Female,Returning,Firm1,0.5143287181854248
run,0,5,41,50k-100k,1,Divorced,Employed,Male,New,,0.0
run,0,5,46,<50k,2,Single,Employed,Female,Returning,Firm1,0.6774399280548096
run,0,5,24,50k-100k,3,Single,Employed,Female,Returning,Firm2,0.797990620136261
run,0,5,18,100k-200k,1,Married,Employed,Female,Returning,Firm1,0.7301849126815796
run,0,5,47,50k-100k,4,Single,Employed,Male,New,,0.0
run,0,5,38,100k-200k,1,Single,Employed,Female,Returning,Firm2,0.8218326568603516
run,0,5,49,100k-200k,1,Single,Employed,Male,New,,0.0
run,0,5,37,100k-200k,2,Single,Employed,Female,Returning,Firm1,0.45736435055732727
run,0,5,31,<50k,1,Single,Employed,Male,Returning,Firm1,0.45464810729026794
run,0,5,46,50k-100k,3,Single,Employed,Male,Returning,Firm1,0.8080040812492371
run,0,5,31,100k-200k,1,Single,Employed,Male,Returning,Firm2,0.5489761829376221
run,0,5,48,100k-200k,2,Single,Employed,Female,New,,0.0
run,0,5,40,<50k,3,Single,Employed,Female,Returning,Firm1,0.5440067648887634
run,0,5,43,50k-100k,1,Married,Unemployed,Male,Returning,Firm1,0.5004871487617493
run,0,5,18,<50k,1,Married,Student,Female,Returning,Firm2,0.44307881593704224
run,0,5,18,100k-200k,2,Single,Student,Male,Returning,Firm2,0.4937475919723511
run,0,5,50,50k-100k,3,Divorced,Employed,Male,Returning,Firm2,0.7812113761901855
run,0,5,41,<50k,3,Single,Employed,Female,New,,0.0
run,0,5,30,50k-100k,2,Single,Employed,Male,Returning,Firm2,0.7720590829849243
run,0,5,58,100k-200k,2,Single,Employed,Male,Returning,Firm2,0.8893136978149414
run,0,5,62,200k+,1,Single,Employed,Male,New,,0.0
run,0,5,53,100k-200k,1,Single,Employed,Male,New,,0.0
run,0,5,24,100k-200k,1,Married,Employed,Female,Returning,Firm2,0.40501144528388977
run,0,5,36,50k-100k,3,Married,Employed,Male,Returning,Firm1,0.5413360595703125
run,0,5,22,<50k,3,Married,Employed,Male,Returning,Firm2,0.5324320793151855
run,0,5,18,100k-200k,2,Single,Student,Male,New,,0.0
run,0,5,18,100k-200k,1,Single,Student,Male,Returning,Firm1,0.4435042440891266
