CustomerID,NewOrReturning,Age,Gender,HouseholdSize,IncomeBracket,MaritalStatus,EmploymentStatus
556,Returning,31,Female,2,100k-200k,Single,Employed
557,New,28,Female,4,50k-100k,Single,Employed
558,New,32,Female,3,<50k,Married,Employed
559,Returning,31,Female,2,50k-100k,Single,Employed
560,Returning,38,Male,3,200k+,Divorced,Employed
561,Returning,37,Female,2,200k+,Divorced,Employed
562,New,36,Male,2,100k-200k,Married,Employed
563,New,41,Female,4,50k-100k,Single,Employed
564,New,50,Male,4,100k-200k,Single,Unemployed
565,Returning,47,Female,1,200k+,Single,Employed
566,Returning,18,Male,1,200k+,Married,Student
567,Returning,18,Male,1,50k-100k,Single,Employed
568,Returning,47,Female,3,200k+,Divorced,Employed
569,Returning,19,Male,1,50k-100k,Divorced,Student
570,Returning,33,Male,5,50k-100k,Single,Employed
571,Returning,21,Male,1,100k-200k,Married,Student
572,Returning,18,Male,1,50k-100k,Single,Student
573,Returning,42,Male,3,200k+,Single,Employed
574,Returning,45,Male,3,<50k,Single,Employed
575,Returning,29,Female,1,100k-200k,Single,Employed
576,Returning,18,Male,2,200k+,Divorced,Student
577,New,29,Female,1,200k+,Single,Unemployed
578,Returning,40,Female,3,50k-100k,Single,Employed
579,Returning,18,Male,1,50k-100k,Married,Student
580,New,38,Female,3,100k-200k,Married,Employed
581,Returning,35,Female,5,50k-100k,Single,Unemployed
582,Returning,42,Female,1,200k+,Divorced,Employed
583,Returning,37,Male,1,200k+,Married,Employed
584,Returning,24,Male,2,50k-100k,Single,Employed
585,Returning,50,Female,1,<50k,Single,Employed
586,New,34,Female,5,<50k,Single,Employed
587,New,35,Female,1,200k+,Married,Employed
588,New,24,Male,3,50k-100k,Married,Employed
589,New,30,Female,2,50k-100k,Married,Unemployed
590,New,25,Male,2,50k-100k,Single,Employed
591,New,33,Male,1,100k-200k,Single,Employed
592,Returning,56,Male,2,<50k,Single,Employed
593,New,19,Female,2,50k-100k,Single,Employed
594,Returning,18,Male,4,200k+,Married,Student
595,Returning,53,Male,1,200k+,Married,Employed
596,Returning,33,Female,3,100k-200k,Single,Employed
597,Returning,27,Male,3,<50k,Single,Employed
598,New,48,Male,3,50k-100k,Single,Employed
599,New,28,Male,2,100k-200k,Single,Employed
600,New,57,Female,1,50k-100k,Single,Employed
601,New,44,Male,2,200k+,Single,Employed
602,New,30,Male,2,100k-200k,Single,Employed
603,New,61,Female,1,<50k,Single,Employed
604,New,28,Female,1,200k+,Single,Employed
605,New,44,Male,1,200k+,Single,Employed
606,Returning,39,Female,1,<50k,Married,Employed
607,New,51,Female,1,100k-200k,Single,Employed
608,Returning,54,Female,2,50k-100k,Widowed,Employed
609,Returning,36,Male,1,50k-100k,Single,Employed
610,Returning,26,Female,3,50k-100k,Single,Employed
611,New,41,Female,1,100k-200k,Single,Employed
612,Returning,27,Male,1,200k+,Single,Employed
613,Returning,60,Male,5,100k-200k,Married,Unemployed
614,New,37,Male,3,<50k,Single,Employed
615,Returning,31,Male,1,100k-200k,Divorced,Employed
616,Returning,38,Female,1,50k-100k,Divorced,Employed
617,New,19,Male,4,200k+,Married,Employed
618,New,24,Male,3,50k-100k,Married,Employed
619,Returning,50,Female,1,50k-100k,Married,Employed
620,Returning,28,Male,1,50k-100k,Single,Employed
621,New,23,Female,3,100k-200k,Married,Employed
622,New,42,Male,3,50k-100k,Single,Employed
623,Returning,50,Male,4,100k-200k,Single,Employed
624,Returning,44,Male,2,50k-100k,Single,Employed
625,Returning,47,Male,1,50k-100k,Married,Employed
626,Returning,26,Male,4,50k-100k,Divorced,Employed
627,Returning,18,Female,2,200k+,Single,Employed
628,Returning,54,Female,1,200k+,Married,Employed
629,New,32,Male,2,50k-100k,Single,Employed
630,New,32,Female,2,50k-100k,Single,Employed
631,Returning,51,Female,2,<50k,Single,Employed
632,Returning,42,Female,1,100k-200k,Single,Employed
633,Returning,41,Male,1,50k-100k,Single,Employed
634,Returning,61,Male,3,200k+,Married,Employed
635,New,28,Male,4,200k+,Married,Unemployed
636,Returning,47,Female,5,50k-100k,Single,Employed
637,Returning,36,Female,4,50k-100k,Single,Employed
638,New,39,Male,2,200k+,Married,Employed
639,New,54,Male,1,200k+,Married,Employed
640,Returning,42,Female,4,<50k,Single,Employed
641,New,42,Female,2,50k-100k,Single,Employed
642,Returning,48,Female,3,50k-100k,Divorced,Unemployed
643,New,31,Female,2,50k-100k,Married,Employed
644,Returning,25,Male,3,50k-100k,Single,Unemployed
645,New,23,Female,1,<50k,Single,Employed
646,Returning,18,Female,2,100k-200k,Married,Employed
647,Returning,60,Male,2,50k-100k,Single,Employed
648,Returning,22,Female,2,<50k,Widowed,Employed
649,Returning,33,Female,3,50k-100k,Single,Employed
650,Returning,32,Male,2,200k+,Married,Employed
651,New,39,Female,2,200k+,Single,Employed
652,Returning,45,Female,3,50k-100k,Single,Unemployed
653,Returning,46,Female,5,50k-100k,Divorced,Employed
654,Returning,29,Male,3,200k+,Single,Employed
655,Returning,33,Male,1,50k-100k,Married,Employed
656,New,39,Female,2,50k-100k,Single,Employed
657,New,33,Male,3,50k-100k,Single,Employed
658,Returning,55,Female,2,50k-100k,Single,Employed
659,Returning,41,Female,3,50k-100k,Married,Employed
660,Returning,44,Male,2,200k+,Single,Employed
661,Returning,43,Female,1,100k-200k,Single,Employed
662,Returning,50,Male,2,50k-100k,Single,Employed
663,Returning,38,Male,1,200k+,Married,Employed
664,New,20,Female,2,<50k,Married,Student
665,New,40,Female,2,50k-100k,Single,Employed
666,New,28,Female,4,100k-200k,Single,Employed
667,New,29,Female,1,100k-200k,Divorced,Employed
668,New,43,Male,2,<50k,Single,Employed
669,New,50,Female,1,50k-100k,Divorced,Employed
670,New,36,Female,1,100k-200k,Divorced,Employed
671,New,39,Female,1,100k-200k,Married,Employed
672,Returning,56,Female,2,100k-200k,Single,Unemployed
673,New,38,Male,1,50k-100k,Married,Employed
674,Returning,67,Female,1,<50k,Married,Retired
675,Returning,42,Male,4,50k-100k,Married,Employed
676,Returning,18,Male,3,<50k,Single,Student
677,New,45,Male,4,200k+,Single,Employed
678,Returning,40,Female,2,50k-100k,Single,Employed
679,Returning,51,Female,2,50k-100k,Married,Employed
680,Returning,44,Female,2,100k-200k,Married,Employed
681,Returning,34,Female,1,50k-100k,Single,Employed
682,New,21,Female,1,50k-100k,Single,Student
683,New,33,Female,1,200k+,Single,Employed
684,Returning,25,Male,1,200k+,Married,Employed
685,Returning,29,Male,3,100k-200k,Divorced,Employed
686,Returning,43,Male,2,<50k,Single,Unemployed
687,Returning,56,Female,2,100k-200k,Single,Employed
688,New,40,Female,2,100k-200k,Single,Employed
689,Returning,21,Male,1,<50k,Married,Employed
690,New,41,Male,1,50k-100k,Married,Unemployed
691,Returning,50,Female,4,200k+,Divorced,Employed
692,Returning,28,Male,2,<50k,Single,Employed
693,Returning,34,Female,4,100k-200k,Widowed,Employed
694,New,36,Female,4,50k-100k,Single,Employed
695,New,26,Male,2,50k-100k,Married,Employed
696,Returning,43,Male,1,<50k,Single,Employed
697,New,34,Female,3,200k+,Divorced,Employed
698,Returning,41,Female,3,50k-100k,Married,Employed
699,New,25,Female,1,100k-200k,Married,Employed
700,Returning,30,Female,1,100k-200k,Married,Employed
701,Returning,44,Male,4,100k-200k,Single,Employed
702,New,31,Male,1,200k+,Single,Employed
703,Returning,56,Female,4,100k-200k,Divorced,Employed
704,New,31,Female,1,50k-100k,Single,Employed
705,New,38,Male,3,200k+,Single,Employed
706,Returning,47,Female,3,100k-200k,Single,Employed
707,Returning,18,Female,3,50k-100k,Married,Student
708,Returning,18,Male,2,<50k,Single,Student
709,New,18,Male,1,200k+,Single,Student
710,Returning,51,Female,1,50k-100k,Single,Employed
711,Returning,29,Male,2,100k-200k,Single,Employed
712,Returning,66,Male,2,50k-100k,Divorced,Retired
713,Returning,29,Male,2,50k-100k,Widowed,Employed
714,Returning,38,Female,3,100k-200k,Married,Employed
715,Returning,54,Female,3,<50k,Single,Employed
716,Returning,60,Female,1,50k-100k,Divorced,Employed
717,Returning,60,Male,2,100k-200k,Married,Employed
718,Returning,50,Female,1,50k-100k,Single,Employed
719,New,48,Female,2,100k-200k,Divorced,Employed
720,Returning,43,Female,1,200k+,Married,Employed
721,Returning,45,Female,1,100k-200k,Married,Employed
722,New,29,Male,1,<50k,Married,Employed
723,New,26,Female,2,50k-100k,Single,Employed
724,Returning,35,Male,1,100k-200k,Single,Employed
725,Returning,33,Female,1,200k+,Married,Employed
726,Returning,30,Male,2,200k+,Single,Employed
727,New,44,Male,4,200k+,Single,Employed
728,Returning,47,Male,1,50k-100k,Married,Employed
729,New,37,Female,1,50k-100k,Married,Employed
730,New,53,Male,4,50k-100k,Single,Unemployed
731,New,22,Female,2,50k-100k,Married,Employed
732,Returning,33,Male,1,<50k,Married,Employed
733,Returning,27,Male,1,200k+,Married,Employed
734,Returning,18,Female,3,50k-100k,Single,Student
735,Returning,35,Male,1,50k-100k,Single,Employed
736,Returning,34,Male,3,<50k,Single,Employed
737,Returning,54,Female,3,200k+,Single,Employed
738,Returning,43,Male,2,100k-200k,Single,Employed
739,Returning,23,Male,2,100k-200k,Single,Employed
740,Returning,58,Male,4,200k+,Single,Unemployed
741,Returning,50,Female,1,50k-100k,Divorced,Employed
742,Returning,42,Female,1,100k-200k,Single,Unemployed
743,Returning,33,Female,2,<50k,Married,Unemployed
744,Returning,24,Female,1,50k-100k,Married,Employed
745,New,31,Male,3,200k+,Single,Employed
746,Returning,49,Male,3,100k-200k,Divorced,Employed
747,Returning,58,Female,4,50k-100k,Married,Employed
748,Returning,54,Male,1,50k-100k,Single,Employed
749,Returning,30,Male,1,100k-200k,Married,Employed
750,Returning,22,Male,1,<50k,Single,Employed
751,New,37,Male,1,50k-100k,Married,Employed
752,Returning,18,Female,2,50k-100k,Single,Student
753,Returning,39,Male,1,50k-100k,Married,Employed
754,Returning,34,Female,1,200k+,Single,Employed
755,New,30,Male,2,50k-100k,Married,Employed
756,Returning,18,Female,4,50k-100k,Single,Student
757,Returning,42,Male,1,100k-200k,Married,Employed
758,Returning,29,Male,1,200k+,Married,Employed
759,Returning,21,Female,1,50k-100k,Single,Student
760,Returning,18,Female,1,<50k,Married,Employed
761,New,35,Male,4,50k-100k,Single,Employed
762,Returning,57,Male,2,100k-200k,Divorced,Employed
763,New,55,Male,2,100k-200k,Single,Employed
764,Returning,30,Male,2,200k+,Married,Employed
765,New,28,Male,5,200k+,Married,Employed
766,Returning,41,Male,3,100k-200k,Single,Employed
767,Returning,24,Male,4,100k-200k,Single,Employed
768,Returning,39,Male,3,50k-100k,Single,Employed
769,Returning,45,Female,1,<50k,Married,Employed
770,Returning,50,Female,3,200k+,Single,Employed
771,New,34,Female,2,50k-100k,Married,Unemployed
772,Returning,33,Male,3,50k-100k,Married,Employed
773,New,25,Male,3,100k-200k,Single,Employed
774,Returning,26,Female,1,50k-100k,Married,Employed
775,Returning,33,Male,1,100k-200k,Single,Employed
776,New,40,Male,4,100k-200k,Single,Employed
777,New,46,Female,1,50k-100k,Married,Employed
778,Returning,26,Female,2,200k+,Single,Employed
779,Returning,53,Female,3,50k-100k,Single,Employed
780,Returning,32,Male,1,50k-100k,Divorced,Employed
781,Returning,35,Male,1,100k-200k,Single,Employed
782,Returning,27,Female,3,100k-200k,Widowed,Employed
783,New,18,Male,2,100k-200k,Widowed,Student
784,Returning,46,Female,1,50k-100k,Single,Employed
785,New,44,Female,2,100k-200k,Single,Unemployed
786,Returning,32,Female,1,50k-100k,Married,Employed
787,Returning,36,Male,1,200k+,Single,Employed
788,Returning,42,Male,2,50k-100k,Single,Employed
789,Returning,18,Female,1,100k-200k,Married,Student
790,Returning,29,Female,3,<50k,Single,Employed
791,New,45,Female,2,50k-100k,Divorced,Unemployed
792,Returning,20,Male,4,50k-100k,Single,Student
793,Returning,39,Male,1,200k+,Single,Employed
794,Returning,19,Female,1,100k-200k,Single,Student
795,New,41,Female,1,200k+,Widowed,Employed
796,Returning,35,Female,4,50k-100k,Married,Employed
797,Returning,18,Male,1,50k-100k,Married,Student
798,Returning,49,Female,5,<50k,Single,Unemployed
799,Returning,27,Female,1,200k+,Single,Employed
800,Returning,26,Female,3,50k-100k,Single,Employed
801,Returning,38,Male,2,200k+,Single,Employed
802,New,49,Male,1,200k+,Married,Employed
803,Returning,23,Female,1,200k+,Married,Unemployed
804,Returning,36,Male,1,100k-200k,Single,Employed
805,Returning,41,Male,2,100k-200k,Divorced,Employed
806,Returning,44,Female,3,100k-200k,Single,Employed
807,Returning,38,Male,2,<50k,Widowed,Employed
808,Returning,31,Female,3,100k-200k,Single,Employed
809,Returning,26,Male,3,<50k,Single,Employed
810,New,37,Female,1,50k-100k,Single,Employed
811,Returning,23,Female,2,50k-100k,Single,Employed
812,Returning,18,Male,2,50k-100k,Married,Student
813,New,41,Male,2,50k-100k,Single,Employed
814,Returning,46,Male,4,50k-100k,Single,Employed
815,Returning,18,Male,1,100k-200k,Married,Student
816,Returning,23,Female,1,<50k,Married,Employed
817,Returning,43,Female,1,100k-200k,Married,Employed
818,Returning,60,Male,2,50k-100k,Single,Employed
819,New,36,Male,1,100k-200k,Married,Employed
820,Returning,27,Male,1,100k-200k,Married,Employed
821,Returning,33,Female,1,100k-200k,Single,Employed
822,New,52,Male,2,100k-200k,Single,Employed
823,Returning,28,Female,2,50k-100k,Single,Employed
824,Returning,26,Female,3,100k-200k,Single,Employed
825,Returning,30,Female,1,50k-100k,Single,Employed
826,Returning,24,Male,5,50k-100k,Single,Employed
827,Returning,37,Female,5,100k-200k,Married,Employed
828,Returning,55,Male,1,<50k,Married,Employed
829,Returning,39,Male,4,100k-200k,Widowed,Employed
830,Returning,32,Female,2,100k-200k,Married,Unemployed
831,New,32,Female,3,50k-100k,Single,Employed
832,Returning,18,Male,2,<50k,Divorced,Student
833,New,46,Male,3,<50k,Divorced,Employed
834,New,35,Male,2,200k+,Single,Employed
835,Returning,33,Male,2,100k-200k,Married,Employed
836,Returning,74,Male,2,<50k,Widowed,Retired
837,Returning,39,Male,2,50k-100k,Married,Employed
838,Returning,26,Male,1,100k-200k,Divorced,Employed
839,Returning,30,Female,4,200k+,Single,Employed
840,Returning,49,Female,4,<50k,Single,Employed
841,New,37,Female,1,50k-100k,Single,Unemployed
842,Returning,18,Male,3,200k+,Married,Student
843,New,47,Female,1,<50k,Married,Employed
844,Returning,27,Female,2,50k-100k,Widowed,Employed
845,New,58,Female,1,200k+,Single,Employed
846,Returning,48,Female,3,100k-200k,Single,Employed
847,New,30,Female,2,50k-100k,Married,Employed
848,Returning,51,Female,1,<50k,Married,Employed
849,Returning,36,Male,1,<50k,Single,Employed
850,Returning,46,Female,1,50k-100k,Single,Employed
851,New,41,Female,4,200k+,Married,Employed
852,Returning,25,Female,2,50k-100k,Married,Employed
853,New,28,Female,2,100k-200k,Single,Unemployed
854,Returning,48,Male,3,200k+,Single,Employed
855,New,31,Male,5,50k-100k,Widowed,Employed
856,New,31,Female,3,50k-100k,Married,Employed
857,New,24,Female,1,100k-200k,Single,Employed
858,Returning,41,Female,1,200k+,Single,Employed
859,Returning,60,Male,2,200k+,Married,Employed
860,New,23,Male,2,<50k,Single,Unemployed
861,Returning,36,Female,2,100k-200k,Single,Unemployed
862,Returning,52,Female,3,100k-200k,Married,Employed
863,Returning,35,Female,1,200k+,Single,Employed
864,Returning,41,Male,1,<50k,Married,Employed
865,Returning,23,Female,3,100k-200k,Single,Employed
866,Returning,41,Male,2,200k+,Married,Employed
867,New,33,Female,3,50k-100k,Single,Employed
868,New,47,Male,1,50k-100k,Single,Unemployed
869,Returning,50,Male,3,<50k,Single,Employed
870,Returning,67,Female,3,50k-100k,Divorced,Retired
871,Returning,42,Female,1,50k-100k,Divorced,Employed
872,New,39,Male,3,200k+,Single,Unemployed
873,Returning,38,Female,4,50k-100k,Married,Employed
874,Returning,31,Male,2,50k-100k,Married,Employed
875,New,40,Male,1,100k-200k,Widowed,Employed
876,New,32,Male,4,50k-100k,Single,Employed
877,Returning,38,Male,1,50k-100k,Married,Employed
878,Returning,51,Male,1,100k-200k,Single,Employed
879,New,23,Male,3,200k+,Single,Employed
880,New,49,Male,1,100k-200k,Widowed,Employed
881,New,51,Female,4,100k-200k,Married,Employed
882,Returning,34,Male,3,<50k,Single,Employed
883,New,18,Female,1,200k+,Single,Student
884,New,28,Male,2,<50k,Married,Employed
885,Returning,51,Female,3,100k-200k,Married,Unemployed
886,New,35,Male,2,50k-100k,Single,Employed
887,Returning,24,Male,1,200k+,Widowed,Employed
888,New,29,Male,4,100k-200k,Single,Employed
889,New,46,Male,1,100k-200k,Single,Employed
890,New,42,Male,1,50k-100k,Divorced,Employed
891,Returning,33,Female,1,50k-100k,Single,Employed
892,Returning,31,Female,3,100k-200k,Single,Employed
893,Returning,31,Female,1,100k-200k,Married,Employed
894,Returning,24,Female,2,<50k,Married,Employed
895,Returning,55,Male,1,200k+,Single,Employed
896,New,32,Male,1,200k+,Divorced,Employed
897,New,50,Male,2,50k-100k,Married,Employed
898,Returning,54,Male,4,200k+,Single,Employed
899,New,47,Female,4,100k-200k,Married,Unemployed
900,New,30,Female,3,50k-100k,Single,Employed
901,New,40,Male,4,50k-100k,Single,Employed
902,New,35,Male,1,100k-200k,Married,Employed
903,New,25,Female,2,100k-200k,Widowed,Unemployed
904,Returning,39,Female,1,50k-100k,Single,Employed
905,Returning,21,Male,1,100k-200k,Single,Employed
906,Returning,50,Female,4,100k-200k,Single,Employed
907,Returning,30,Female,2,100k-200k,Single,Unemployed
908,Returning,38,Male,1,<50k,Single,Employed
909,New,39,Male,3,200k+,Single,Employed
910,Returning,32,Male,1,50k-100k,Married,Employed
911,Returning,43,Female,2,50k-100k,Single,Employed
912,New,30,Female,2,50k-100k,Single,Employed
913,Returning,46,Male,1,50k-100k,Married,Employed
914,Returning,19,Male,2,200k+,Married,Employed
915,Returning,37,Female,5,50k-100k,Single,Employed
916,Returning,59,Male,2,100k-200k,Single,Employed
917,New,23,Male,3,<50k,Married,Employed
918,Returning,27,Female,1,50k-100k,Single,Employed
919,Returning,42,Female,2,200k+,Single,Employed
920,New,38,Female,1,100k-200k,Married,Employed
921,Returning,40,Female,3,50k-100k,Single,Employed
922,Returning,41,Female,2,100k-200k,Single,Employed
923,Returning,43,Male,1,50k-100k,Single,Employed
924,Returning,49,Female,2,50k-100k,Single,Employed
925,Returning,40,Male,1,100k-200k,Single,Employed
926,New,33,Female,2,100k-200k,Widowed,Employed
927,New,44,Male,5,50k-100k,Single,Employed
928,Returning,58,Female,3,200k+,Single,Employed
929,Returning,34,Male,4,100k-200k,Single,Employed
930,New,24,Male,2,50k-100k,Divorced,Employed
931,New,49,Male,2,100k-200k,Married,Unemployed
932,Returning,34,Male,1,100k-200k,Single,Employed
933,Returning,18,Female,2,100k-200k,Divorced,Employed
934,Returning,46,Female,1,50k-100k,Single,Employed
935,New,29,Female,1,100k-200k,Single,Unemployed
936,New,34,Male,2,50k-100k,Single,Employed
937,New,39,Male,3,200k+,Single,Employed
938,Returning,38,Male,1,100k-200k,Single,Employed
939,New,44,Male,2,<50k,Married,Employed
940,Returning,30,Female,1,100k-200k,Single,Unemployed
941,New,42,Male,2,200k+,Married,Employed
942,Returning,32,Male,1,200k+,Single,Employed
943,Returning,44,Male,1,50k-100k,Single,Unemployed
944,Returning,43,Male,3,<50k,Single,Employed
945,New,24,Female,3,100k-200k,Divorced,Employed
946,New,49,Female,1,<50k,Single,Employed
947,New,29,Male,1,200k+,Married,Unemployed
948,Returning,45,Male,3,50k-100k,Single,Employed
949,Returning,40,Male,3,50k-100k,Single,Employed
950,Returning,58,Male,3,50k-100k,Single,Employed
951,Returning,33,Male,1,50k-100k,Single,Employed
952,Returning,31,Female,1,100k-200k,Single,Employed
953,New,35,Female,1,50k-100k,Single,Unemployed
954,Returning,32,Female,4,50k-100k,Married,Unemployed
955,Returning,45,Male,1,50k-100k,Single,Employed
956,Returning,18,Male,3,100k-200k,Married,Student
957,Returning,23,Female,1,<50k,Single,Employed
958,New,23,Female,1,100k-200k,Married,Employed
959,New,47,Female,4,100k-200k,Married,Employed
960,Returning,56,Male,1,100k-200k,Single,Unemployed
961,New,34,Male,2,200k+,Single,Employed
962,Returning,33,Male,4,200k+,Married,Employed
963,New,36,Female,1,200k+,Divorced,Employed
964,Returning,49,Female,1,50k-100k,Single,Employed
965,New,24,Female,1,<50k,Single,Employed
966,Returning,38,Male,2,50k-100k,Divorced,Employed
967,Returning,47,Female,1,200k+,Single,Employed
968,New,42,Male,1,200k+,Married,Unemployed
969,Returning,38,Male,1,200k+,Single,Employed
970,Returning,48,Male,3,<50k,Single,Employed
971,Returning,18,Female,1,200k+,Married,Student
972,Returning,44,Male,1,50k-100k,Married,Employed
973,Returning,28,Male,3,<50k,Single,Employed
974,New,18,Female,1,50k-100k,Single,Student
975,New,42,Male,2,<50k,Married,Unemployed
976,New,52,Male,1,100k-200k,Married,Employed
977,Returning,34,Male,1,50k-100k,Single,Employed
978,New,47,Male,3,50k-100k,Married,Employed
979,Returning,55,Female,1,100k-200k,Married,Employed
980,Returning,51,Male,4,200k+,Married,Employed
981,Returning,55,Male,2,100k-200k,Married,Employed
982,Returning,44,Female,1,50k-100k,Single,Employed
983,New,36,Female,4,200k+,Married,Employed
984,New,18,Female,2,200k+,Married,Student
985,Returning,33,Male,1,<50k,Single,Employed
986,Returning,25,Male,1,100k-200k,Single,Employed
987,Returning,62,Female,2,50k-100k,Single,Employed
988,Returning,33,Female,1,<50k,Married,Unemployed
989,New,37,Female,2,100k-200k,Single,Employed
990,Returning,42,Female,2,200k+,Married,Employed
991,Returning,36,Female,1,50k-100k,Divorced,Employed
992,Returning,56,Male,1,200k+,Married,Employed
993,New,28,Male,5,200k+,Divorced,Employed
994,Returning,38,Female,1,200k+,Widowed,Employed
995,Returning,27,Male,5,50k-100k,Single,Employed
996,New,20,Male,4,200k+,Married,Student
997,Returning,28,Female,2,50k-100k,Single,Employed
998,New,35,Female,1,100k-200k,Divorced,Employed
999,Returning,30,Male,1,<50k,Single,Employed
1000,Returning,27,Male,3,<50k,Widowed,Employed
