CustomerID,NewOrReturning,Age,Gender,HouseholdSize,IncomeBracket,MaritalStatus,EmploymentStatus,TravelDistance,Utility,PurchaseDecision
346,Returning,22,Female,2,200k+,Divorced,Employed,0.67,-4.560082073346117,False
347,Returning,39,Male,5,100k-200k,Single,Employed,2.4,-5.621537383368535,False
348,New,26,Male,1,<50k,Married,Employed,2.1,-7.726549137898681,False
349,Returning,35,Female,2,<50k,Single,Employed,4.65,-5.689426643008226,False
350,Returning,39,Female,2,100k-200k,Married,Employed,1.15,-6.923680482447485,False
351,Returning,39,Female,1,200k+,Single,Employed,4.09,-4.916165465491125,False
352,Returning,41,Female,3,50k-100k,Single,Employed,8.4,-2.7853944239576225,False
353,Returning,55,Female,1,200k+,Single,Employed,2.17,-6.73607209155785,False
354,New,41,Female,4,100k-200k,Single,Employed,9.68,-4.120627666776015,False
355,New,33,Male,5,50k-100k,Divorced,Unemployed,19.94,-5.129505588704627,False
356,Returning,47,Male,3,<50k,Single,Employed,0.45,-5.963594770558653,False
357,New,50,Female,2,<50k,Single,Unemployed,1.06,-7.72671379979969,False
358,Returning,21,Female,1,100k-200k,Single,Employed,12.01,-5.078334618434482,False
359,Returning,43,Male,3,50k-100k,Single,Employed,12.71,-5.459786489839828,False
360,Returning,44,Male,1,50k-100k,Married,Unemployed,0.41,-6.176348773945264,False
361,Returning,32,Female,1,100k-200k,Widowed,Employed,0.06,-5.393695642526737,False
362,Returning,52,Male,1,100k-200k,Single,Employed,0.7,-6.281614785341492,False
363,Returning,34,Male,1,<50k,Divorced,Employed,22.1,-4.369426705335719,False
364,Returning,37,Male,2,50k-100k,Married,Employed,0.79,-4.726976963896137,False
365,Returning,33,Male,2,50k-100k,Single,Employed,2.79,-6.6969101277546565,False
366,Returning,36,Male,1,100k-200k,Married,Employed,7.55,-7.40953229992744,False
367,Returning,22,Male,1,200k+,Married,Employed,0.08,-5.689610990042931,False
368,Returning,18,Male,5,50k-100k,Married,Student,3.71,-6.538274673641517,False
369,New,55,Female,1,200k+,Divorced,Employed,1.3,-5.191391206500825,False
370,New,25,Male,1,100k-200k,Single,Employed,7.93,-5.466637696673419,False
371,New,24,Female,1,100k-200k,Divorced,Employed,1.33,-5.566786759455804,False
372,New,18,Female,1,100k-200k,Married,Student,4.64,-4.292499653447842,False
373,New,28,Male,3,50k-100k,Single,Employed,4.49,-6.7253588646207225,False
374,Returning,20,Female,1,<50k,Married,Student,1.0,-7.215937130892406,False
375,New,55,Male,1,100k-200k,Single,Employed,0.14,-6.479671072657063,False
376,Returning,48,Female,1,100k-200k,Widowed,Employed,2.11,-4.635948680965656,False
377,Returning,27,Male,4,100k-200k,Married,Employed,1.37,-6.337882717940445,False
378,New,63,Female,2,50k-100k,Single,Employed,6.62,-6.116503695949008,False
379,Returning,47,Female,1,200k+,Single,Unemployed,6.45,-5.139359424444192,False
380,New,32,Male,3,100k-200k,Married,Employed,2.44,-6.2712287257105706,False
381,New,18,Male,1,<50k,Single,Student,3.73,-6.027974117102384,False
382,Returning,63,Female,1,50k-100k,Single,Employed,3.71,-7.660037420968127,False
383,Returning,19,Female,1,100k-200k,Single,Student,7.02,-3.0776700574434033,False
384,Returning,18,Male,3,100k-200k,Single,Student,2.21,-7.0562092303094035,False
385,Returning,48,Female,1,50k-100k,Single,Employed,1.29,-6.718252703990208,False
386,Returning,65,Male,1,200k+,Single,Retired,1.23,-6.4729810358420945,False
387,New,52,Female,2,50k-100k,Single,Employed,3.07,-4.086811865643204,False
388,New,42,Male,3,50k-100k,Married,Employed,2.39,-7.27634578093274,False
389,Returning,43,Female,1,200k+,Married,Employed,2.32,-3.9332958645212486,False
390,Returning,46,Male,5,200k+,Single,Employed,0.38,-4.815823178897978,False
391,Returning,45,Male,3,100k-200k,Single,Employed,5.07,-4.8974046755767535,False
392,Returning,39,Male,3,200k+,Married,Employed,0.96,-6.785633687017955,False
393,Returning,37,Male,4,<50k,Single,Employed,0.88,-5.581858757961926,False
394,Returning,35,Female,1,200k+,Single,Employed,2.13,-6.5789866224198,False
395,Returning,26,Male,2,50k-100k,Single,Employed,1.03,-4.908838746801587,False
396,Returning,32,Female,2,50k-100k,Married,Employed,3.51,-6.854562029107733,False
397,Returning,18,Male,2,50k-100k,Married,Student,1.86,-6.274158494456084,False
398,Returning,34,Male,2,50k-100k,Married,Employed,2.38,-6.618273088013171,False
399,Returning,24,Male,3,50k-100k,Married,Unemployed,3.08,-7.095522962426995,False
400,Returning,22,Male,3,50k-100k,Married,Employed,0.91,-5.332180183092086,False
401,New,38,Male,2,<50k,Single,Employed,0.68,-5.9525412525903665,False
402,Returning,52,Male,3,50k-100k,Married,Employed,8.5,-3.875989801099003,False
403,Returning,47,Male,1,100k-200k,Single,Employed,2.27,-7.824375108208168,False
404,Returning,18,Male,3,50k-100k,Married,Student,2.12,-4.907829297658956,False
405,Returning,24,Female,5,50k-100k,Married,Employed,0.15,-3.392051094643106,False
406,Returning,47,Female,1,100k-200k,Married,Employed,2.76,-6.472641089176947,False
407,Returning,24,Male,1,200k+,Single,Employed,3.23,-3.740351387891031,False
408,New,33,Male,2,100k-200k,Single,Employed,3.27,-5.9376612720598265,False
409,Returning,42,Female,1,50k-100k,Married,Employed,4.91,-7.245909737561307,False
410,New,24,Female,2,100k-200k,Married,Employed,0.78,-6.358632442406796,False
411,Returning,37,Female,1,50k-100k,Divorced,Employed,1.16,-5.412796032324724,False
412,Returning,19,Male,2,<50k,Single,Employed,6.66,-6.334176482331532,False
413,Returning,28,Female,1,50k-100k,Married,Employed,11.76,-5.376338659006487,False
414,Returning,39,Female,3,200k+,Married,Employed,0.58,-5.264460567706809,False
415,Returning,18,Female,2,50k-100k,Divorced,Student,2.75,-6.074439883261427,False
416,Returning,41,Female,5,<50k,Married,Employed,0.96,-5.476377047513259,False
417,New,35,Male,3,<50k,Married,Employed,0.25,-6.1996704592416645,False
418,Returning,42,Male,1,200k+,Married,Employed,1.58,-5.5433746804484265,False
419,Returning,38,Female,1,100k-200k,Married,Unemployed,0.62,-7.079301185809541,False
420,Returning,52,Female,3,50k-100k,Widowed,Employed,4.95,-5.435769057969608,False
421,Returning,37,Male,1,100k-200k,Single,Employed,3.05,-6.804873005695933,False
422,Returning,30,Male,1,100k-200k,Single,Employed,0.62,-4.918566377496611,False
423,New,37,Male,1,100k-200k,Divorced,Employed,0.04,-7.063274716817314,False
424,Returning,42,Male,1,50k-100k,Married,Employed,6.6,-4.49115251245061,False
425,New,36,Female,2,200k+,Married,Employed,0.78,-6.196606960982866,False
426,Returning,36,Female,4,50k-100k,Single,Employed,3.73,-5.318500989242679,False
427,Returning,27,Male,2,100k-200k,Single,Employed,1.64,-6.383964550890701,False
428,Returning,28,Male,5,<50k,Married,Employed,3.52,-6.62799543116803,False
429,Returning,19,Male,1,50k-100k,Married,Student,1.52,-8.111760387605301,False
430,New,56,Male,2,50k-100k,Single,Employed,0.36,-7.48132415859246,False
431,New,21,Female,1,100k-200k,Single,Student,1.01,-6.527408853215922,False
432,Returning,27,Female,3,<50k,Married,Employed,0.83,-6.098620821171116,False
433,Returning,27,Female,3,100k-200k,Single,Unemployed,2.23,-4.990120686716736,False
434,New,46,Male,2,50k-100k,Divorced,Employed,4.3,-6.330757459796849,False
435,New,32,Female,4,100k-200k,Single,Employed,1.23,-6.557460764267174,False
436,Returning,50,Female,2,200k+,Married,Employed,0.05,-7.585214786002712,False
437,New,27,Female,3,100k-200k,Divorced,Employed,2.93,-5.165436382095896,False
438,Returning,39,Male,2,100k-200k,Married,Employed,3.72,-4.303805484670656,False
439,Returning,25,Male,2,100k-200k,Single,Employed,13.17,-2.883169732043711,False
440,New,61,Male,1,50k-100k,Married,Employed,3.56,-5.4610672518527625,False
441,New,21,Male,3,200k+,Single,Student,2.55,-4.883956682732401,False
442,Returning,39,Male,3,50k-100k,Single,Employed,3.41,-4.0358762202906595,False
443,Returning,43,Male,2,100k-200k,Widowed,Employed,10.52,-4.40491853858319,False
444,Returning,40,Male,1,100k-200k,Married,Employed,7.05,-4.696370323975828,False
445,Returning,33,Female,1,50k-100k,Married,Employed,1.56,-6.651783861851999,False
446,Returning,34,Male,1,50k-100k,Single,Employed,1.08,-7.720043370854757,False
447,Returning,36,Male,5,50k-100k,Single,Employed,1.22,-6.430848900499576,False
448,Returning,34,Female,1,200k+,Single,Employed,2.81,-5.757659038534655,False
449,Returning,47,Female,3,200k+,Married,Employed,5.45,-5.106714627498698,False
450,New,62,Female,2,100k-200k,Married,Employed,2.8,-4.013714145144606,False
451,Returning,29,Female,3,100k-200k,Married,Employed,0.28,-5.921722832408931,False
452,Returning,19,Female,4,200k+,Married,Student,5.14,-3.8451565559743566,False
453,Returning,34,Female,3,<50k,Single,Employed,6.56,-5.871077241576316,False
454,Returning,66,Male,3,50k-100k,Single,Employed,1.37,-6.486175885765234,False
455,New,26,Male,2,100k-200k,Single,Employed,4.36,-6.805007637223448,False
456,Returning,55,Male,3,200k+,Single,Employed,2.22,-6.384328012876572,False
457,New,56,Male,2,200k+,Single,Employed,8.8,-4.283018608636247,False
458,Returning,29,Male,2,50k-100k,Widowed,Employed,7.46,-5.318439819605867,False
459,New,42,Female,5,<50k,Single,Employed,2.98,-4.770061380102766,False
460,New,55,Female,4,50k-100k,Divorced,Employed,4.7,-5.38874605165495,False
461,New,31,Female,1,50k-100k,Single,Employed,8.59,-5.568953731637742,False
462,Returning,33,Male,2,50k-100k,Widowed,Employed,2.74,-3.905703136213041,False
463,Returning,29,Female,3,100k-200k,Married,Employed,1.5,-5.913903568713048,False
464,Returning,23,Female,2,<50k,Divorced,Employed,5.6,-4.6119990302946965,False
465,Returning,28,Male,2,200k+,Single,Employed,0.99,-6.242709206544678,False
466,Returning,21,Female,1,50k-100k,Married,Employed,1.97,-5.499900520616434,False
467,New,36,Male,3,100k-200k,Divorced,Employed,8.03,-3.9974843408483127,False
468,Returning,26,Male,2,<50k,Single,Unemployed,5.16,-5.8975080294244195,False
469,New,38,Female,3,50k-100k,Single,Employed,2.07,-8.283982922696602,False
470,Returning,18,Male,2,<50k,Single,Student,0.97,-6.426247539143887,False
471,New,39,Male,3,200k+,Divorced,Employed,1.76,-4.5005399522400245,False
472,Returning,46,Female,2,200k+,Married,Employed,1.34,-5.40151916697227,False
473,New,18,Female,2,50k-100k,Married,Student,0.77,-5.878661124770754,False
474,Returning,40,Male,2,50k-100k,Single,Employed,5.44,-7.306256933957519,False
475,Returning,50,Male,3,200k+,Single,Employed,1.16,-6.496455070675059,False
476,Returning,21,Male,2,50k-100k,Married,Employed,2.42,-5.580642368848561,False
477,New,56,Female,1,50k-100k,Single,Employed,1.95,-5.927116723213109,False
478,Returning,41,Male,1,100k-200k,Married,Employed,16.09,-2.7768332198670977,False
479,Returning,27,Male,3,200k+,Divorced,Employed,1.98,-5.782866755146094,False
480,Returning,35,Female,1,<50k,Single,Employed,0.33,-6.269675913326186,False
481,Returning,42,Female,1,50k-100k,Married,Employed,0.38,-6.536625758068706,False
482,Returning,36,Male,3,200k+,Single,Employed,3.57,-6.331442736501557,False
483,Returning,42,Male,2,50k-100k,Married,Employed,3.66,-8.166791331094746,False
484,Returning,24,Female,2,<50k,Single,Employed,2.17,-5.763490307869923,False
485,Returning,38,Male,1,100k-200k,Married,Employed,2.26,-5.877052791587189,False
486,Returning,19,Male,2,200k+,Single,Student,0.22,-6.630175042100168,False
487,New,34,Female,1,50k-100k,Single,Employed,2.91,-7.702673056515865,False
488,New,25,Male,2,200k+,Married,Employed,2.81,-4.973760485591262,False
489,Returning,27,Female,3,100k-200k,Single,Employed,0.65,-6.1534200741955525,False
490,Returning,50,Male,1,<50k,Married,Employed,0.44,-6.227125277631854,False
491,Returning,49,Male,5,200k+,Single,Employed,0.53,-3.7014514695882417,False
492,Returning,43,Male,1,50k-100k,Married,Unemployed,0.43,-9.041930880319704,False
493,New,22,Male,2,50k-100k,Single,Employed,3.76,-6.445600808702364,False
494,New,32,Male,2,100k-200k,Married,Employed,0.88,-6.287375613311913,False
495,Returning,50,Male,1,50k-100k,Single,Employed,1.16,-4.9711738258533495,False
496,Returning,37,Female,3,<50k,Single,Employed,0.76,-7.957403019206485,False
497,Returning,63,Female,1,<50k,Single,Employed,12.66,-3.030138974319395,False
498,New,40,Female,1,50k-100k,Married,Employed,7.71,-5.30764409843371,False
499,Returning,38,Female,1,200k+,Single,Employed,1.05,-6.128500661733858,False
500,Returning,32,Male,1,100k-200k,Divorced,Unemployed,1.59,-6.719559763218906,False
501,Returning,37,Female,4,200k+,Divorced,Employed,0.94,-6.130263032180029,False
502,Returning,34,Male,1,50k-100k,Single,Employed,2.71,-5.065383240730846,False
503,Returning,44,Female,1,50k-100k,Married,Unemployed,0.08,-8.026520754082439,False
504,Returning,47,Female,1,50k-100k,Single,Employed,4.45,-5.572085818356147,False
505,Returning,26,Female,1,50k-100k,Single,Unemployed,2.96,-6.770181665706976,False
506,New,20,Female,1,50k-100k,Married,Employed,9.16,-5.888133448514099,False
507,Returning,18,Female,1,100k-200k,Married,Employed,0.72,-3.5960248243161046,False
508,Returning,42,Male,1,200k+,Married,Employed,6.52,-4.86294926524654,False
509,Returning,22,Male,3,200k+,Single,Employed,6.28,-4.254734455338856,False
510,Returning,18,Female,1,50k-100k,Single,Employed,0.54,-5.221223219331337,False
511,Returning,40,Male,3,200k+,Single,Unemployed,2.03,-7.366849945318547,False
512,Returning,65,Female,1,50k-100k,Married,Retired,0.75,-5.160208090877968,False
513,Returning,35,Female,5,<50k,Married,Employed,1.18,-8.506957178495076,False
514,Returning,46,Male,1,200k+,Married,Employed,1.22,-6.86576641003852,False
515,New,36,Female,2,100k-200k,Single,Employed,3.25,-6.1515316731789005,False
516,New,34,Female,1,50k-100k,Single,Employed,2.12,-5.620276635029494,False
517,Returning,47,Female,1,50k-100k,Single,Employed,11.81,-4.594781733858512,False
518,Returning,32,Female,4,50k-100k,Single,Employed,0.54,-6.145814740698393,False
519,Returning,39,Female,1,100k-200k,Single,Employed,14.55,-4.174497344627723,False
520,New,39,Female,2,50k-100k,Married,Unemployed,1.05,-7.615523023522568,False
521,Returning,27,Female,3,200k+,Divorced,Employed,5.93,-6.542732394484174,False
522,Returning,47,Male,1,<50k,Married,Employed,1.66,-5.85948837766394,False
523,Returning,33,Male,1,50k-100k,Single,Employed,0.62,-5.728293887463814,False
524,Returning,26,Female,1,50k-100k,Single,Employed,7.8,-3.725505624842942,False
525,Returning,42,Male,1,100k-200k,Divorced,Employed,1.48,-7.028017096815208,False
526,Returning,25,Female,3,50k-100k,Single,Unemployed,4.3,-5.187184789699077,False
527,Returning,36,Female,1,100k-200k,Divorced,Employed,3.34,-6.212706728364732,False
528,New,35,Male,2,200k+,Single,Employed,2.55,-4.452025014806518,False
529,New,49,Female,3,200k+,Single,Employed,2.74,-4.512037223321858,False
530,Returning,41,Female,1,200k+,Divorced,Employed,5.27,-5.303290600775544,False
531,Returning,35,Male,2,200k+,Single,Employed,0.37,-6.309030156665987,False
532,Returning,45,Male,3,100k-200k,Married,Employed,4.41,-4.502567821391739,False
533,Returning,52,Male,1,200k+,Married,Employed,9.05,-4.305595476743434,False
534,Returning,42,Male,2,50k-100k,Single,Employed,0.24,-7.058440402086182,False
535,Returning,36,Female,3,50k-100k,Single,Employed,0.61,-7.4662986734794305,False
536,Returning,20,Male,2,50k-100k,Married,Student,5.04,-5.982532900681796,False
537,Returning,23,Female,1,50k-100k,Married,Employed,2.3,-4.654586184651791,False
538,New,32,Male,3,50k-100k,Single,Employed,2.07,-4.753012841266962,False
539,Returning,28,Male,2,200k+,Divorced,Unemployed,0.59,-7.46382746967058,False
540,New,33,Female,2,50k-100k,Single,Employed,2.83,-7.108257415899921,False
541,Returning,36,Female,1,<50k,Single,Employed,0.54,-5.374316150320514,False
542,Returning,42,Male,1,100k-200k,Single,Unemployed,2.59,-7.45713590475783,False
543,New,35,Male,1,<50k,Single,Employed,5.77,-5.350204676357992,False
544,Returning,41,Male,1,<50k,Single,Employed,1.2,-7.191071215336324,False
545,Returning,36,Male,1,50k-100k,Widowed,Employed,2.62,-4.619955075478318,False
546,Returning,18,Female,2,50k-100k,Single,Student,19.32,-4.262424799137879,False
547,New,24,Male,3,50k-100k,Single,Employed,4.64,-4.330638469794172,False
548,Returning,34,Male,3,100k-200k,Single,Employed,7.36,-4.731141345939636,False
549,Returning,21,Male,2,100k-200k,Married,Employed,2.14,-5.5818051457657125,False
550,Returning,43,Female,2,50k-100k,Divorced,Employed,5.84,-7.609308581351401,False
551,Returning,54,Female,4,50k-100k,Single,Unemployed,0.17,-8.697413353205718,False
552,Returning,50,Male,1,50k-100k,Single,Employed,0.52,-6.742565940267315,False
553,Returning,33,Female,3,100k-200k,Single,Employed,0.91,-5.631593936583388,False
554,Returning,53,Male,3,<50k,Single,Employed,2.06,-7.331197827737723,False
555,Returning,37,Male,4,<50k,Single,Employed,7.48,-6.251693410476342,False
556,Returning,31,Female,2,100k-200k,Single,Employed,1.7,-5.338527370173868,False
557,New,28,Female,4,50k-100k,Single,Unemployed,4.25,-5.189645519542869,False
558,New,32,Female,3,<50k,Married,Employed,4.94,-5.856741060387926,False
559,Returning,31,Female,2,50k-100k,Single,Employed,3.53,-5.045298278813925,False
560,Returning,38,Male,3,200k+,Divorced,Employed,1.77,-6.898702295720146,False
561,Returning,37,Female,2,200k+,Divorced,Employed,3.44,-5.97493491708697,False
562,New,36,Male,2,100k-200k,Married,Employed,1.68,-4.3301223942163265,False
563,New,41,Female,4,50k-100k,Single,Employed,0.35,-5.984177870060183,False
564,New,50,Male,4,100k-200k,Single,Employed,19.74,-2.8626874854130016,False
565,Returning,47,Female,1,200k+,Single,Employed,0.54,-3.84805341403226,False
566,Returning,18,Male,1,200k+,Married,Student,0.3,-7.594342165848771,False
567,Returning,18,Male,1,50k-100k,Single,Student,8.43,-4.47906963335789,False
568,Returning,47,Female,3,200k+,Divorced,Employed,1.44,-4.1550137201919,False
569,Returning,19,Male,1,50k-100k,Divorced,Student,4.2,-6.339857926498546,False
570,Returning,33,Male,5,50k-100k,Single,Employed,1.6,-4.8153692131451535,False
571,Returning,21,Male,1,100k-200k,Married,Employed,1.99,-6.988519497210905,False
572,Returning,18,Male,1,50k-100k,Single,Student,1.22,-7.043732395567352,False
573,Returning,42,Male,3,200k+,Single,Employed,1.68,-5.273033583952366,False
574,Returning,45,Male,3,<50k,Single,Employed,2.12,-5.3584333268894095,False
575,Returning,29,Female,1,100k-200k,Single,Employed,5.1,-4.409063487593754,False
576,Returning,18,Male,2,200k+,Divorced,Employed,2.87,-4.039871413060507,False
577,New,29,Female,1,200k+,Single,Employed,11.5,-4.487446558555182,False
578,Returning,40,Female,3,50k-100k,Single,Employed,0.17,-5.030888244827412,False
579,Returning,18,Male,1,50k-100k,Married,Employed,2.8,-6.412304843449149,False
580,New,38,Female,3,100k-200k,Married,Employed,3.51,-4.661408688411731,False
581,Returning,35,Female,5,50k-100k,Single,Employed,10.11,-4.201011202147818,False
582,Returning,42,Female,1,200k+,Divorced,Employed,0.2,-5.834322092918076,False
583,Returning,37,Male,1,200k+,Married,Employed,3.41,-5.299992125977962,False
584,Returning,24,Male,2,50k-100k,Single,Unemployed,7.69,-7.121205009797812,False
585,Returning,50,Female,1,<50k,Single,Employed,1.11,-7.757621858860773,False
586,New,34,Female,5,<50k,Single,Employed,8.36,-4.763458560182477,False
587,New,35,Female,1,200k+,Married,Employed,0.08,-7.900279079641169,False
588,New,24,Male,3,50k-100k,Married,Employed,5.27,-4.598288896800244,False
589,New,30,Female,2,50k-100k,Married,Employed,10.82,-3.9054440337118583,False
590,New,25,Male,2,50k-100k,Single,Employed,4.28,-5.355829447122209,False
591,New,33,Male,1,100k-200k,Single,Employed,2.31,-7.089634012757922,False
592,Returning,56,Male,2,<50k,Single,Employed,0.18,-5.2728610611314854,False
593,New,19,Female,2,50k-100k,Single,Student,10.11,-2.841289360281642,False
594,Returning,18,Male,4,200k+,Married,Employed,2.54,-5.161923172554026,False
595,Returning,53,Male,1,200k+,Married,Employed,0.12,-5.786464621548763,False
596,Returning,33,Female,3,100k-200k,Single,Employed,4.68,-5.111261345203957,False
597,Returning,27,Male,3,<50k,Single,Employed,2.63,-5.460130811001201,False
598,New,48,Male,3,50k-100k,Single,Employed,0.53,-6.3300587566263955,False
599,New,28,Male,2,100k-200k,Single,Employed,0.96,-6.0305642398438035,False
600,New,57,Female,1,50k-100k,Single,Employed,0.27,-5.688782399502634,False
601,New,44,Male,2,200k+,Single,Employed,3.42,-3.2113758381035598,False
602,New,30,Male,2,100k-200k,Single,Employed,3.89,-6.966571234401738,False
603,New,61,Female,1,<50k,Single,Employed,2.82,-6.5358124844029675,False
604,New,28,Female,1,200k+,Single,Employed,6.8,-6.300460485232082,False
605,New,44,Male,1,200k+,Single,Unemployed,7.89,-3.7944751014239166,False
606,Returning,39,Female,1,<50k,Married,Employed,3.82,-6.809737969319898,False
607,New,51,Female,1,100k-200k,Single,Employed,0.05,-7.840700793785794,False
608,Returning,54,Female,2,50k-100k,Widowed,Employed,4.75,-5.219313001151426,False
609,Returning,36,Male,1,50k-100k,Single,Employed,2.17,-4.460188885256889,False
610,Returning,26,Female,3,50k-100k,Single,Employed,3.33,-5.016902131439237,False
611,New,41,Female,1,100k-200k,Single,Unemployed,4.19,-5.871702122718083,False
612,Returning,27,Male,1,200k+,Single,Employed,1.72,-5.467859077224006,False
613,Returning,60,Male,5,100k-200k,Married,Employed,9.96,-2.991159337174445,False
614,New,37,Male,3,<50k,Single,Employed,0.58,-7.2221992700141495,False
615,Returning,31,Male,1,100k-200k,Divorced,Employed,4.45,-5.849347104086313,False
616,Returning,38,Female,1,50k-100k,Divorced,Employed,0.02,-7.089690148509534,False
617,New,19,Male,4,200k+,Married,Student,10.34,-5.41186530729171,False
618,New,24,Male,3,50k-100k,Married,Employed,0.48,-6.476375259416802,False
619,Returning,50,Female,1,50k-100k,Married,Employed,0.4,-5.4822789040175515,False
620,Returning,28,Male,1,50k-100k,Single,Employed,1.62,-5.680397851607275,False
621,New,23,Female,3,100k-200k,Married,Employed,1.87,-5.0901894998918,False
622,New,42,Male,3,50k-100k,Single,Employed,0.96,-5.969524388346682,False
623,Returning,50,Male,4,100k-200k,Single,Employed,3.52,-4.898676217271412,False
624,Returning,44,Male,2,50k-100k,Single,Employed,2.34,-6.869590342348105,False
625,Returning,47,Male,1,50k-100k,Married,Employed,0.14,-6.9235098859272295,False
626,Returning,26,Male,4,50k-100k,Divorced,Unemployed,1.54,-6.056995763031323,False
627,Returning,18,Female,2,200k+,Single,Student,6.65,-4.76498414111811,False
628,Returning,54,Female,1,200k+,Married,Employed,4.68,-5.297812145078128,False
629,New,32,Male,2,50k-100k,Single,Employed,5.16,-5.724335282016378,False
630,New,32,Female,2,50k-100k,Single,Employed,4.79,-6.01892340113033,False
631,Returning,51,Female,2,<50k,Single,Employed,1.49,-3.2737287169557017,False
632,Returning,42,Female,1,100k-200k,Single,Employed,0.42,-5.390212727067601,False
633,Returning,41,Male,1,50k-100k,Single,Employed,1.27,-5.951352524047377,False
634,Returning,61,Male,3,200k+,Married,Employed,7.13,-5.218708498206394,False
635,New,28,Male,4,200k+,Married,Employed,15.74,-3.830218826943877,False
636,Returning,47,Female,5,50k-100k,Single,Employed,2.72,-5.707800593726955,False
637,Returning,36,Female,4,50k-100k,Single,Employed,0.04,-5.781171156413317,False
638,New,39,Male,2,200k+,Married,Employed,0.6,-7.885435544063081,False
639,New,54,Male,1,200k+,Married,Employed,1.55,-7.656889595374684,False
640,Returning,42,Female,4,<50k,Single,Employed,3.46,-6.427882388938958,False
641,New,42,Female,2,50k-100k,Single,Employed,0.31,-6.1563605632214315,False
642,Returning,48,Female,3,50k-100k,Divorced,Employed,11.48,-4.907273147151852,False
643,New,31,Female,2,50k-100k,Married,Employed,1.82,-4.653878773900516,False
644,Returning,25,Male,3,50k-100k,Single,Employed,9.75,-6.194896786995769,False
645,New,23,Female,1,<50k,Single,Employed,6.07,-6.50584546960337,False
646,Returning,18,Female,2,100k-200k,Married,Student,5.63,-3.875408259008899,False
647,Returning,60,Male,2,50k-100k,Single,Unemployed,3.73,-6.159380675324853,False
648,Returning,22,Female,2,<50k,Widowed,Employed,3.94,-5.134157417198842,False
649,Returning,33,Female,3,50k-100k,Single,Employed,4.06,-3.5547530567305365,False
650,Returning,32,Male,2,200k+,Married,Employed,3.96,-6.159804417901823,False
651,New,39,Female,2,200k+,Single,Employed,3.23,-5.6598143377920325,False
652,Returning,45,Female,3,50k-100k,Single,Employed,17.19,-3.9689269009308714,False
653,Returning,46,Female,5,50k-100k,Divorced,Employed,5.27,-7.244093004483275,False
654,Returning,29,Male,3,200k+,Single,Unemployed,6.0,-5.605396803755969,False
655,Returning,33,Male,1,50k-100k,Married,Employed,8.24,-4.447937812619334,False
656,New,39,Female,2,50k-100k,Single,Employed,0.97,-5.708910458187759,False
657,New,33,Male,3,50k-100k,Single,Employed,0.35,-5.5434168306119895,False
658,Returning,55,Female,2,50k-100k,Single,Unemployed,2.64,-6.8045089806395,False
659,Returning,41,Female,3,50k-100k,Married,Employed,2.89,-6.527597236005642,False
660,Returning,44,Male,2,200k+,Single,Employed,7.07,-3.7402443281013795,False
661,Returning,43,Female,1,100k-200k,Single,Employed,2.35,-6.50981714635767,False
662,Returning,50,Male,2,50k-100k,Single,Employed,3.38,-5.648917961206785,False
663,Returning,38,Male,1,200k+,Married,Employed,3.0,-5.626665319322462,False
664,New,20,Female,2,<50k,Married,Employed,0.16,-5.064282983742881,False
665,New,40,Female,2,50k-100k,Single,Employed,3.82,-4.85558764232764,False
666,New,28,Female,4,100k-200k,Single,Employed,7.04,-6.079258620667121,False
667,New,29,Female,1,100k-200k,Divorced,Employed,0.69,-7.47905316677504,False
668,New,43,Male,2,<50k,Single,Employed,3.61,-5.494590181930866,False
669,New,50,Female,1,50k-100k,Divorced,Employed,3.6,-6.2243376473791665,False
670,New,36,Female,1,100k-200k,Divorced,Unemployed,0.72,-7.127171783953764,False
671,New,39,Female,1,100k-200k,Married,Employed,0.53,-5.299872116005529,False
672,Returning,56,Female,2,100k-200k,Single,Employed,15.66,-3.7435406179110893,False
673,New,38,Male,1,50k-100k,Married,Employed,2.0,-6.2375426131105565,False
674,Returning,67,Female,1,<50k,Married,Retired,1.03,-6.30067135924495,False
675,Returning,42,Male,4,50k-100k,Married,Employed,0.75,-6.422608994943565,False
676,Returning,18,Male,3,<50k,Single,Student,4.41,-4.209981014527446,False
677,New,45,Male,4,200k+,Single,Employed,3.76,-5.999047623233008,False
678,Returning,40,Female,2,50k-100k,Single,Employed,4.13,-5.123570933657912,False
679,Returning,51,Female,2,50k-100k,Married,Employed,0.37,-5.015667161340156,False
680,Returning,44,Female,2,100k-200k,Married,Employed,8.96,-6.3032954892721005,False
681,Returning,34,Female,1,50k-100k,Single,Employed,1.97,-6.56783517585245,False
682,New,21,Female,1,50k-100k,Single,Employed,1.5,-5.087792607114443,False
683,New,33,Female,1,200k+,Single,Unemployed,2.48,-4.985755452268974,False
684,Returning,25,Male,1,200k+,Married,Employed,1.98,-6.049495600388239,False
685,Returning,29,Male,3,100k-200k,Divorced,Employed,7.97,-5.634171093676859,False
686,Returning,43,Male,2,<50k,Single,Employed,10.6,-4.0690641776692384,False
687,Returning,56,Female,2,100k-200k,Single,Employed,1.45,-4.878950897418395,False
688,New,40,Female,2,100k-200k,Single,Employed,7.98,-6.167663348512395,False
689,Returning,21,Male,1,<50k,Married,Student,6.08,-7.09691364896638,False
690,New,41,Male,1,50k-100k,Married,Employed,10.68,-4.777743318016401,False
691,Returning,50,Female,4,200k+,Divorced,Employed,1.13,-5.1011393665711084,False
